gene_id	conf	product
SO_1048	0.17	lrgB - inner membrane protein LrgB
SO_2949	0.17	L - Lambda phage minor tail protein L
SO_4120	0.17	rpmE - 50S ribosomal protein L31 RpmE
SO_3475	0.17	disulfide bond formation facilitator
SO_0103	0.17	fdnI - nitrate-inducible formate dehydrogenase cytochrome b subunit FdnI
SO_4654	0.17	cysW - ABC-type sulfate/thiosulfate uptakesystem permease component 2 CysW
SO_0478	0.17	sirE - cytochrome c maturation system haem lyase subunit SirE
SO_0643	0.17	tnpA - Mu phage transposase OrfA TnpA_MuSo1a
SO_3231	0.17	flrB - two component signal transduction system controlling flagellar biosynthesis histidine kinase with PAS sensory domain FlrB
SO_0472	0.17	cdd1 - inner membrane protein of unknown function UPF0118
SO_4608	0.17	ctaG - aa3 type cytochrome c oxidase assembly protein CtaG
SO_4226	0.17	ftsL - cell division protein FtsL
SO_3490	0.17	protein of unknown function DUF88
SO_1795	0.17	clpX - ATP-dependent Clp protease ATP-binding subunit ClpX
SO_2536	0.17	fadE2 - acyl-CoA dehydrogenase FadE2
SO_2116	0.17	yfiQ - acetyl-CoA synthetase acetylase YfiQ
SO_0846	0.17	napH - quinol dehydrogenase ferredoxin subunit NapH
SO_0952	0.17	recJ - 5'-3' ssDNA exonuclease RecJ
SO_2064	0.17	tyrP - membrane-anchored YbdH domain protein
SO_2577	0.17	minD - membrane ATPase that activates MinC MinD
SO_4162	0.17	hslV - HlsVU protease peptidase component HslV
SO_1707	0.17	ABC-type drugE1 family efflux system permease component
SO_1716	0.17	putative amino acid efflux permease RhtB family
SO_3831	0.17	prmC - acteyltransferase GNAT family
SO_1400	0.17	membrane protein of unknown function DUF368
SO_2628	0.17	cspD - DNA-binding cold shock protein CspD
SO_3009	0.17	Lambda phage uncharacterized protein
SO_4315	0.17	hemX - uroporphyrin-III C-methyltransferase HemX
SO_0269	0.17	rrsC - cytochrome c-type biogenesis thioredoxin
SO_1839	0.17	uncharacterized protein
SO_1929	0.17	sdhB - succinate dehydrogenase iron-sulfur protein SdhB
SO_2149	0.17	recC - exodeoxyribonuclease V gamma subunit RecC
SO_2618	0.17	apbC - 
SO_2655	0.17	tnpB - Mu phage transposase OrfB TnpB_MuSo2
SO_2684	0.17	gpI - Mu phage protease GpI
SO_3300	0.17	flavocytochrome c heme submit
SO_3323	0.17	acteyltransferase GNAT family
SO_3629	0.17	N-terminal BluF domain containing protein
SO_4098	0.17	mreB - cell wall structural complex component MreB
SO_4420	0.17	subfamily M23B unassigned peptidase
SO_4747	0.17	atpD - ATP synthase F1 beta subunit AtpD
SO_4606	0.17	coxB - aa3-type cytochrome c oxidase subunit II CoxB
SO_2615	0.17	pabC - aminodeoxychorismate lyase PabC
SO_2846	0.17	yfcA - glycine uptake transporter YfcA
SO_1267	0.17	puuD - gamma-glutamyl-aminobutyrate hydrolase PuuD
SO_3997	0.17	unknown - membrane protein UPF0114 family
SO_3073	0.17	mnmC - bifunctional 5-methylaminomethyl-2-thiouridine biosynthesis protein MnmC
SO_1038	0.17	cobQ - cobyric acid synthase CobQ
SO_2156	0.17	unknown - O-glycosyl hydrolase family 13
SO_2178	0.17	ccpA - diheme cytochrome c5 peroxidase CcpA
SO_4234	0.17	leuC - 3-isopropylmalate dehydratase large subunit LeuC
SO_4616	0.17	dinF - carbohydrate esterase family 4
SO_4388	0.17	unknown - two component signal transduction system response regulator
SO_3870	0.17	disulfide bond formation protein DsbB family
SO_4742	0.17	glmR - glucosamine-6-phosphate sensitive transcriptional repressor of lipopolysaccharide biosyntheis GlmR
SO_3633	0.17	djlA - DnaK co-chaperone DjlA
SO_0971	0.17	predicted membrane protein
SO_3341	0.17	tpx - thiol peroxidase Tpx
SO_3757	0.17	transcriptional regulator of bicarbonate utilization LysR family
SO_4227	0.17	rsmH - 16S rRNA (cytosine1402-N4)-methyltransferase RsmH
SO_4614	0.17	ctaB - protoheme IX farnesyltransferase (heme O synthase) CtaB
SO_4211	0.17	secA - preprotein translocase ATPase subunit SecA
SO_4150	0.17	sulphate transporter
SO_1724	0.17	pstA - ABC-type high affinity phosphate uptake system permease component PstA
SO_1162	0.17	lipB - lipoyl(octanoyl) transferase LipB
SO_0030	0.17	rsmB - 16S rRNA (cytosine967-C5)-methyltransferase RsmB
SO_0548	0.17	histone-like DNA-binding protein
SO_1294	0.17	lpp - ribosomal RNA large subunit methyltransferase A
SO_3897	0.17	parC - DNA topoisomerase IV A subunit ParC
SO_1820	0.17	polB - DNA polymerase II PolB
SO_1762	0.17	altA - transcriptional regulator AltA
SO_2355	0.17	uspE - universal stress protein UspE
SO_3181	0.17	wzx - O-antigen flippase Wzx
SO_4124	0.17	ftsN - cell division protein FtsN
SO_0644	0.17	tnpA - Mu phage transposase OrfB TnpA_MuSo1b
SO_2473	0.17	can - peptidase S33 family
SO_2748	0.17	tolB - TonB biopolymer transport system periplasmic component TolB
SO_0165	0.17	gspC - T2aSS secretion system protein GspC
SO_1694	0.17	FAD-binding protein
SO_4726	0.17	mutM - formamidopyrimidine-DNA glycosylase MutM
SO_0343	0.17	acnD - 2-methyl citrate dehydratase Fe-S dependent AcnD
SO_1105	0.17	nqrC - Na-translocating NADH-quinone reductase subunit C NqrC
SO_3203	0.17	cheW - chemotaxis signal transduction system adaptor protein CheW
SO_2844	0.16	sbcD - dsDNA exonuclease SbcD
SO_3294	0.16	xseA - exodeoxyribonuclease VII large subunit XseA
SO_3114	0.16	queA - S-adenosylmethionine:tRNA ribosyltransferase-isomerase QueA
SO_3834	0.16	hemA - glutamyl-tRNA reductase HemA
SO_0342	0.16	prpF - 2-methyl aconitate cis-trans isomerase PrpF
SO_0725	0.16	katG - bifunctional catalase/peroxidase HPI KatG
SO_0312	0.16	potE - outer membrane porin
SO_1917	0.16	major facilitator superfamily transporter required for growth on DMSO MFS superfamily
SO_4506	0.16	fdhT - iron-sulfur cluster-binding protein
SO_1877	0.16	bcp - thioredoxin-dependent thiol peroxidase Bcp
SO_3720	0.16	hemG - oxygen-independent protoporphyrinogen oxidase HemG
SO_1047	0.16	lrgA - inner membrane protein LrgA
SO_4304	0.16	hupE - nickel uptake transporter HupE
SO_2244	0.16	malR - transcriptional repressor of maltodextrose utilization MalR
SO_4329	0.16	protein of unknown function DUF526
SO_1349	0.16	era - 30S ribosome assembly GTPase Era
SO_1570	0.16	7TM intracellular signalling protein with GGDEF domain
SO_0110	0.16	Zn-dependent protease with chaperone function
SO_3828	0.16	protein of unknown function DUF819
SO_3963	0.16	ptsN - phosphotransferase system (PTS) sugar-specific IIA component PtsN
SO_0282	0.16	pilN - type IV pilus biogenesis protein PilN
SO_0714	0.16	sorA - periplasmic monoheme cytochrome c4
SO_2741	0.16	bioA - adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA
SO_3920	0.16	hydA - 
SO_3557	0.16	glycosyl hydrolase family 23
SO_4339	0.16	sodium-dependent hypotaurine transporter
SO_3812	0.16	ppiA - periplasmic peptidyl-prolyl cis-trans isomerase PpiA
SO_0936	0.16	transmembrane transcriptional regulator
SO_1345	0.16	rseC - sigma E factor positive regulatory protein RseC
SO_3059	0.16	Sigma54 specific transcriptional regulator Fis family
SO_3580	0.16	bamC - beta barrel protein translocation lipoprotein component BamC
SO_4648	0.16	two component signal transduction system histidine kinase
SO_1420	0.16	ifcA - metal-induced outer membrane porin IfcO family
SO_4012	0.16	predicted transmembrane protein
SO_2745	0.16	grxA - glutaredoxin GrxA
SO_0888	0.16	aguB - N-carbamoyl-putrescine amidase AguB
SO_1165	0.16	rlpA - septal ring lipoprotein RlpA
SO_3801	0.16	ABC-type DrugE1 family export systempermease component
SO_0704	0.16	groEL - 60 kDa chaperonin GroEL
SO_2459	0.16	cga - glucan 14-alpha-glucosidase Cga
SO_3695	0.16	pyrC - dihydroorotase homodimeric type PyrC
SO_3122	0.16	sstT - serine/threonine:Na+ symporter SstT
SO_0539	0.16	transport protein MFS superfamily
SO_0956	0.16	ahpF - alkyl hydroperoxide reductase flavoprotein component AhpF
SO_3532	0.16	ileS - isoleucyl-tRNA synthetase IleS
SO_2450	0.16	susB - alpha-glucosidase SusB
SO_4323	0.16	bifunctional diguanylate cyclase/phosphodiesterase LasD-like protein
SO_3598	0.16	cysM - cysteine synthase B CysM
SO_2882	0.16	prkA - serine protein kinase PrkA
SO_2614	0.16	yceG - protein YceG
SO_3954	0.16	mlaF - ABC-type phospholipid uptake (salvage) system ATPase component MlaF
SO_2282	0.16	unknown - bifunctional transcriptional repressor of amino acid efflux GntR family / aminotransferase
SO_3863	0.16	modA - ABC-type molybdate uptake system substrate-binding component ModA
SO_0295	0.16	transcriptional regulator LysR family
SO_3516	0.16	nagR - transcriptional repressor of N-acetylglucosamine utilization NagR
SO_0257	0.16	rplQ - 50S ribosomal protein L17 RplQ
SO_0924	0.16	uncharacterized protein
SO_0241	0.16	rplN - 50S ribosomal protein L14 RplN
SO_0249	0.16	rpmD - 50S ribosomal protein L30 RpmD
SO_0313	0.16	potE - putrescine:ornithine antiporter PotE
SO_0349	0.16	yifB - ATP-dependent serine peptidase S16 family YifB
SO_0598	0.16	yjeF - hydroxyethylthiazole kinase-related protein YjeF
SO_0832	0.16	rsmE - 16S rRNA (uracil1498-N3)-methyltransferase RsmE
SO_1251	0.16	yegQ - ferredoxin 4Fe-4S
SO_1284	0.16	rpoD - RNA polymerase sigma-70 factor RpoD
SO_1352	0.16	acpS - holo-(acyl-carrier protein) synthase AcpS
SO_1605	0.16	lipoprotein
SO_1779	0.16	omcA - extracellular iron oxide respiratory system surface decaheme cytochrome c component OmcA
SO_1833	0.16	tnpA - ISSod7 transposase TnpA_ISSod7
SO_1930	0.16	sucA - 2-oxoglutarate dehydrogenase complex dehydrogenase E1 component SucA
SO_2706	0.16	astB - N-succinylarginine dihydrolase AstB
SO_3025	0.16	periplasmic siderophore cleavage esterase IroE family
SO_3222	0.16	fliL - flagellar basal body protein FliL
SO_3503	0.16	nagP - N-acetyl glucosamine transporter NagP
SO_4311	0.16	cyaY - iron donor for FeS cluster assembly CyaY
SO_4453	0.16	etfQ - electron transfer flavoprotein-ubiquinone oxidoreductase EtfQ
SO_4519	0.16	sodium-dependent transporter BASS family
SO_4743	0.16	glmU - TonB-dependent siderophore receptor
SO_2823	0.16	yehT - two component signal transduction system response regulator YehT
SO_2759	0.16	upp - uracil phosphoribosyltransferase Upp
SO_2924	0.16	ybbP - signal peptidase I
SO_2488	0.16	pgl - 6-phosphogluconolactonase Pgl
SO_1056	0.16	methyl accepting sensory transducer with Cache_1 small molecule binding domain
SO_4469	0.16	yqhD - NADP-dependent alcohol dehydrogenase iron-containing YqhD
SO_2469	0.16	TonB-dependent receptor
SO_0243	0.16	rplE - 50S ribosomal protein L5 RplE
SO_4055	0.16	metL - bifunctional aspartokinase II/homoserine dehydrogenase methionine-sensitive MetL
SO_3925	0.16	hydE - Fe hydrogenase maturation rSAM protein HydE
SO_4002	0.16	two component signal transduction system hybrid histidine kinase/response regulator with PAS sensory domain
SO_0218	0.16	secE - preprotein translocase subunit SecE
SO_1375	0.16	thermostable carboxypeptidase 1
SO_2113	0.16	outer membrane protein with carboxy terminal DUF490 domain
SO_3097	0.16	putP - anti-sigma factor
SO_4061	0.16	phsB - sulfur reductase FeS subunit PhsB
SO_4571	0.16	transcriptional regulator LysR family
SO_4451	0.16	moaC - molybdenum cofactor biosynthesis protein C MoaC
SO_2887	0.16	dsbB - disulfide bond formation protein DsbB
SO_3302	0.16	extracellular peptidase family S8A
SO_3903	0.16	nudF - ADP-ribose pyrophosphatase NudF
SO_2360	0.16	ccoH - Cbb3-type cytochrome oxidase assembly protein CcoH
SO_0701	0.16	transcriptional regulator LysR family
SO_1181	0.16	miaB - tRNA-N(6)-(isopentenyl)adenosine-37 thiotransferase enzyme MiaB
SO_2619	0.16	metG - methionyl-tRNA synthetase MetG
SO_2645	0.16	ydiA - putative phosphotransferase YdiA
SO_1356	0.16	ffh - signal recognition particle protein Ffh
SO_1962	0.16	hppD - 4-hydroxyphenylpyruvate dioxygenase HppD
SO_1374	0.16	acteyltransferase GNAT family
SO_1822	0.16	TonB-dependent receptor
SO_1230	0.16	torS - TMAO-responsive two component signal transduction system hybrid histidine kinase/response regulator TorS
SO_2777	0.16	fabD - malonyl CoA-acyl carrier protein transacylase FabD
SO_3849	0.16	unknown - membrane-anchored protein of unknown function DUF304
SO_1293	0.16	uppP - undecaprenol diphosphatase UppP
SO_2394	0.16	dacB - D-alanyl-D-alanine carboxypeptidase DacB
SO_2889	0.16	two component signal transduction system histidine kinase with Cache_1 and PAS sensory domains
SO_4148	0.16	type I protein secretion system MFP component HlyD family
SO_2279	0.16	ilvI - acetolactate synthase III large subunit IlvI
SO_4170	0.16	cell-cell signaling protein C-factor
SO_4609	0.16	coxC - aa3 type cytochrome c oxidase subunit III CoxC
SO_3602	0.16	cysA - ABC-type sulfate/thiosulfate uptake system ATPase component CysA
SO_0926	0.15	acteyltransferase GNAT family
SO_3554	0.15	purE - phosphoribosylaminoimidazole carboxylase catalytic subunit PurE
SO_3822	0.15	unknown - transport protein DMT superfamily
SO_4427	0.15	two component signal transduction system histidine kinase
SO_4601	0.15	mtr - high affinity tryptophan transporter Mtr
SO_4637	0.15	two component transcriptional regulator Winged helix family
SO_2647	0.15	4-hydroxybenzoyl-CoA thioesterase family protein
SO_1315	0.15	tyrS - tyrosyl-tRNA synthetase TyrS
SO_3179	0.15	wzy - O-antigen polymerase Wzy
SO_0020	0.15	fadA - aerobic fatty oxidation complex 3-ketoacyl-CoA thiolase beta subunit FadA
SO_2114	0.15	iaaA - outer membrane protein Omp85 family
SO_3840	0.15	RNA polymerase sigma-70 factor ECF subfamily
SO_1883	0.15	acteyltransferase GNAT family
SO_2621	0.15	ybgI - protein YbgI
SO_3169	0.15	toxin-antitoxin system antidote transcriptional repressor Xre family
SO_1270	0.15	potF - ABC-type putrescine uptake system substrate-binding component PotF
SO_4141	0.15	oxidoreductase short-chain dehydrogenase/reductase family
SO_1965	0.15	hmgR - homogentisate-responsive transcriptional repressor of homogenetisate degradation HmgR
SO_4163	0.15	hslU - HlsVU protease ATPase component HslU
SO_4207	0.15	hemB - 7TM intracellular signalling protein with GGDEF domain
SO_4343	0.15	agxT - serine-pyruvate aminotransferase AgxT
SO_2148	0.15	recB - exodeoxyribonuclease V beta subunit RecB
SO_4681	0.15	glycosyl transferase family 4
SO_0617	0.15	argD - bifunctional acetylornithine aminotransferase/succinyl-diaminopimelate aminotransferase/succinylornithine transaminase ArgD
SO_4456	0.15	yiiM - MoCo-dependent hydroxylamine resistance protein YiiM
SO_1202	0.15	rimP - ribosome maturation factor RimP
SO_4749	0.15	atpA - ATP synthase F1 alpha subunit AtpA
SO_0760	0.15	glnK - ammonium transporter channel family protein
SO_0905	0.15	nqrD - Na-translocating NADH-quinone reductase subunit D NqrD
SO_1550	0.15	putative lysine decarboxylase with DUF3412 domain
SO_3748	0.15	ybiS - LD-transpeptidase YbiS
SO_4212	0.15	peptidase M23 family
SO_0400	0.15	putative quinol monooxygenase
SO_0592	0.15	orn - 3'-5' oligoribonuclease Orn
SO_1942	0.15	cyclic di-GMP hydrolase
SO_3077	0.15	ATP-NAD kinase
SO_1569	0.15	10 TMS drug/metabolite efflux pump (DME) family
SO_2042	0.15	yedY - oxidoreductase molybdenum-binding subunit YedY
SO_3423	0.15	holC - DNA polymerase III chi subunit HolC
SO_3521	0.15	fimU - type IV pilus biogenesis protein FimU
SO_0928	0.15	metK - diguanylate cyclase
SO_2905	0.15	O-methyltransferase
SO_1474	0.15	yfjG - lipid binding/transport family protein YfjG
SO_0854	0.15	attH - PilD processed protein
SO_1314	0.15	tyrS - family M23 zinc metallopeptidase with OapA domain
SO_1414	0.15	flavocytochrome c flavin subunit
SO_1812	0.15	mdeA - methionine gamma-lyase MdeA
SO_1893	0.15	liuE - 3-hydroxymethylglutaryl-CoA lyase LiuE
SO_2250	0.15	nagZ - beta-N-acetylglucosaminidase NagZ
SO_2871	0.15	arsC - glutaredoxin-dependent arsenate reductase ArsC
SO_3094	0.15	batB - TPR domain protein in aerotolerance operon BatB
SO_3438	0.15	ispD - 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase IspD
SO_3562	0.15	proton/sodium:glutamate symporter DAACS family
SO_4713	0.15	menF - menaquinone-specific isochorismate synthase MenF
SO_4737	0.15	ccoG - Cbb3-type cytochrome oxidase assembly protein CcoG
SO_2805	0.15	nnrS - heme-copper-containing inner membrane protein NnrS
SO_3196	0.15	mlaA - two component signal transduction system response regulator
SO_2705	0.15	topA - DNA topoisomerase I TopA
SO_2707	0.15	ydjA - acteyltransferase GNAT family
SO_0070	0.15	natA - ABC-type sodium efflux system ATPase component NatA
SO_0348	0.15	yifB - phospholipid/glycerol acyltransferase family protein
SO_2877	0.15	hda - DnaA regulatory inactivator Hda
SO_3435	0.15	surE - 5'/3'-nucleotidase SurE
SO_4721	0.15	tupC - ABC-type tungstate uptake system ATPase componet TupC
SO_3638	0.15	pdxA - 4-hydroxy-L-threonine phosphate dehydrogenase PdxA
SO_1476	0.15	bamE - beta barrel protein translocation component BamE
SO_3346	0.15	yqgF - protein of unknown function DUF179
SO_4335	0.15	pgpB - phosphatidylglycerophosphatase B PgpB
SO_1959	0.15	solute-binding protein
SO_1340	0.15	nadB - protein of unknown function DUF1434
SO_2005	0.15	dusC - dksA-type zinc finger protein
SO_2815	0.15	tnpA - transporter-like protein HCC family
SO_0351	0.15	two component signal transduction system response regulator LuxR family
SO_1480	0.15	kefC - diguanylate cyclase
SO_2872	0.15	tnpA - membrane protein of unknown function DUF2069
SO_4607	0.15	coxA - aa3 type cytochrome c oxidase subunit I CoxA
SO_1743	0.15	oleB - polyolefin biosynthetic pathway thioesterase OleB
SO_4565	0.15	yjeH - L-leucine transporter YjeH
SO_2914	0.15	ackA - protein of unknown function DUF412
SO_3726	0.15	cysN - sulfate adenylyltransferase large subunit CysN
SO_1587	0.15	predicted membrane protein
SO_3789	0.15	sufS - cysteine desulfurase SufS
SO_4588	0.15	membrane protein of unknown function DUF1145
SO_4723	0.15	moaA - bifunctional tungstopterin-guanine dinucleotide biosynthesis protein MobB/MoeA
SO_2217	0.15	ddlA - D-alanine--D-alanine ligase DdlA
SO_2037	0.15	intI - integron integrase IntI
SO_3904	0.15	tolC - global secretion system secretin TolC
SO_4297	0.15	nadP - N-ribosylnicotinamide phosphorylase NadP
SO_3894	0.15	two component signal transduction system histidine kinase
SO_4060	0.15	phsC - sulfur reductase membrane anchoring component PhsC
SO_0125	0.15	periplasmic L-asparaginase family protein
SO_0112	0.14	inhibitor of invertebrate-type lysozyme PliI-like family
SO_1664	0.14	galE - UDP-glucose 4-epimerase GalE
SO_1682	0.14	ivdF - 3-hydroxyisobutyrate dehydrogenase IvdF
SO_1977	0.14	inner membrane of unknown function DUF307
SO_2712	0.14	thiK - predicted thiamine kinase ThiK
SO_2849	0.14	acteyltransferase GNAT family
SO_2990	0.14	cI - Lambda phage lytic gene repressor CI
SO_3481	0.14	periplasmic substrate binding protein family 3
SO_3665	0.14	hmuZ - ABC-type multidrug eflux system bifunctional ATPase and permease component
SO_4230	0.14	glpK - glycerol kinase GlpK
SO_1926	0.14	gltA - citrate synthase GltA
SO_2576	0.14	minC - septum site-determining protein MinC
SO_2286	0.14	sulfate transporter SulP family
SO_0176	0.14	gspN - T2aSS secretion system protein GspN
SO_2850	0.14	rrfD - acteyltransferase GNAT family
SO_4222	0.14	mraY - phospho-N-acetylmuramoyl-pentapeptide- transferase MraY
SO_0027	0.14	hemG - oxygen-independent protoporphyrinogen oxidase HemG
SO_0632	0.14	hrpB - ATP-dependent helicase HrpB
SO_3922	0.14	fdh - formate dehydrogenase cytochrome b Fdh
SO_3439	0.14	ftsB - cell division protein FtsB
SO_4716	0.14	ryhB - acteyltransferase GNAT family
SO_0903	0.14	nqrB - Na-translocating NADH-quinone reductase subunit B NqrB
SO_0318	0.14	protein of unknown function DUF1232
SO_1060	0.14	TIGR02722 family lipoprotein
SO_3050	0.14	mocA - CTP:molybdopterin cytidylyltransferase MocA
SO_1218	0.14	deoA - thymidine phosphorylase DeoA
SO_2593	0.14	gdh - glutamate dehydrogenase (NAD+) Gdh
SO_4370	0.14	membrane protein
SO_2015	0.14	recR - recombination protein RecR
SO_4091	0.14	tldD - microcin-processing peptidase 2 TldD
SO_0231	0.14	rplC - 50S ribosomal protein L3 RplC
SO_1678	0.14	ivdB - methylmalonate-semialdehyde dehydrogenase IvdB
SO_1810	0.14	ycjX - protein of unknown function DUF463 YcjX
SO_1834	0.14	rimJ - ribosomal protein S5 p-alanine acetyltransferase RimJ
SO_4675	0.14	kdtA - transcriptional regulator TetR family
SO_1043	0.14	artQ - ABC-type arginine uptakesystem permease component ArtQ
SO_1780	0.14	mtrF - extracellular respiratory system surface decaheme cytochrome c component MtrF
SO_4289	0.14	pstB - ABC-type phosphate uptake system permease ATPase component PstB
SO_0213	0.14	murB - UDP-N-acetylenolpyruvoylglucosamine reductase MurB
SO_3985	0.14	dapA - dihydrodipicolinate synthase DapA
SO_4106	0.14	mshB - MSHA minor pilin protein MshB
SO_0743	0.14	fbpB - ABC-type Fe3+ uptake system permease component FbpB
SO_1097	0.14	rlmG - 23S rRNA (guanine1835-N2)-methyltransferase RlmG
SO_1720	0.14	membrane protein of unknown function DedA family
SO_1722	0.14	pstC - ACT domain protein
SO_2046	0.14	transcriptional regulator MarR family
SO_3124	0.14	dual specificity protein-tyrosine phosphatase
SO_3774	0.14	putA - bifunctional proline dehydrogenase/delta-1-pyrroline-5-carboxylate dehydrogenase PutA
SO_3723	0.14	cysC - adenylylsulfate kinase CysC
SO_4056	0.14	metB - cystathionine gamma-synthase MetB
SO_2583	0.14	methyltransferase
SO_1689	0.14	copA - Cu2+-exporting ATPase CopA
SO_4043	0.14	tonB - TonB mediated energy transduction system energy transducer component TonB
SO_1430	0.14	dmsB - extracellular dimethyl sulfoxide/manganese oxide reductase ferredoxin subunit DmsB
SO_0151	0.14	SAM-dependent methyltransferase type 11
SO_0840	0.14	accADCB - acetyl-CoA carboxylase multifunctional enzyme AccADCB
SO_1115	0.14	pepD - aminoacyl-histidine/glycine-aspartate dipeptidase PepD
SO_1539	0.14	tnpA - periplasmic peptidase family S9
SO_1659	0.14	surface localized decaheme cytochrome c lipoprotein
SO_1744	0.14	oleC - polyolefin biosynthetic pathway AMP transfer protein OleC
SO_1798	0.14	ppiD - peptidyl-prolyl cis-trans isomerse PpiD
SO_2017	0.14	adk - heat shock response protein
SO_2204	0.14	unknown - DNA ligase ATP-dependent
SO_2393	0.14	dacB - uncharacterized protein
SO_3297	0.14	transcriptional regulator LysR family
SO_3669	0.14	hmuA - TonB-dependent heme/hemoglobin receptor HmuA
SO_3938	0.14	yjeT - inner membrane protein of unknown function DUF2065 YjeT
SO_4199	0.14	ubiE - bifunctional 2-octaprenyl-6-methoxy-14-benzoquinone methylase/S-adenosylmethionine:2-DMK methyltransferase UbiE
SO_4573	0.14	menD - 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase MenD
SO_2329	0.14	fldA - Efp-associated protein of unknown function DUF2331
SO_1932	0.14	sucC - succinyl-CoA synthase beta subunit SucC
SO_0167	0.14	gspE - T2aSS secretion system assembly ATPase GspE
SO_2400	0.14	ihfB - membrane protein of unknown function DUF1049
SO_1387	0.14	ampP - HD domain protein
SO_2338	0.14	astE - succinylglutamate desuccinylase AstE
SO_0160	0.14	pckA - aminobenzoyl-glutamate transporter AbgT family
SO_0363	0.14	nucleoside-diphosphate-sugar pyrophosphorylase
SO_0060	0.14	kdpD - two component signal transduction system controlling the osmosenstive K+ channel histidine kinase KdpD
SO_3493	0.14	mexE - HAE1 family efflux pump MFP component MexE
SO_1059	0.14	periplasmic alanyl aminopeptidase
SO_0063	0.14	mogA - toxin-antitoxin system toxin HipA family
SO_3174	0.14	wbpQ - O-antigen biosynthesis glycosyl transferase family 4
SO_4221	0.14	murD - UDP-N-acetylmuramoyl-L-alanine-D-glutamate ligase MurD
SO_0366	0.14	P-loop containing nucleotide triphosphate hydrolase
SO_0274	0.14	ppc - phosphoenolpyruvate carboxylase Ppc
SO_1053	0.14	unknown - phosphoenolpyruvate/pyruvate domain superfamily protein
SO_4603	0.14	lexA - bifunctional transcriptional repressor of SOS-response/self-cleaving protease LexA
SO_1224	0.14	esterase/lipase/thioesterase family protein
SO_1679	0.14	ivdC - 2-methylbutanoyl-CoA dehydrogenase IvdC
SO_2119	0.14	cheY - protein phosphatase with response regulator reciever modulation
SO_0847	0.14	napG - periplasmic nitrate reductase ferredoxin component NapG
SO_1177	0.14	lnt - apolipoprotein N-acyltransferase Lnt
SO_4472	0.14	glnG - nitrogen-responsive two component signal transduction system Sigma54-dependent response regulator GlnG
SO_3837	0.14	prsA - ribose-phosphate pyrophosphokinase PrsA
SO_3859	0.14	diguanylate cyclase
SO_3692	0.14	ABC-type macrolide family export system ATPase component
SO_4208	0.14	hemB - delta-aminolevulinic acid dehydratase HemB
SO_2153	0.14	tnpA - AAA+ ATPase MoxR MRP family
SO_1272	0.14	potH - ABC-type putrescine uptake system permease component 1 PotH
SO_1034	0.14	btuC - ABC-type cobalamin uptake system permease component BtuC
SO_0438	0.14	oxidoreductase short chain dehydrogenase/reductase family
SO_2448	0.14	trmK - MutT/nudix family protein
SO_3125	0.14	ogt - ATP-dependent RNA helicase DEAD box family
SO_1482	0.14	aceB - TonB-dependent receptor
SO_4555	0.14	drug:H+ antiporter DHA1 family
SO_3740	0.14	pntA - NAD(P) transhydrogenase alpha subunit PntA
SO_1565	0.14	magnesium transporter MgtE family
SO_3102	0.14	thiophosphate efflux pump MFP component
SO_3342	0.14	homotrimeric cation channel (TRIC) family protein
SO_3135	0.14	dctQ - TRAP-type C4-dicarboxylate:H+ symport system small permease component DctQ
SO_0214	0.14	birA - 
SO_0479	0.14	sirA - sulfite reductase octaheme cytochrome c SirA
SO_0812	0.14	uncharacterized protein
SO_2049	0.14	diguanylate cyclase
SO_2411	0.14	gyrA - DNA gyrase subunit GyrA
SO_3061	0.14	topB - DNA topoisomerase III TopB
SO_1068	0.14	4-hydroxybenzoyl-CoA thioesterase family protein
SO_2208	0.14	ptpA - low molecular weight phosphotyrosine protein phosphatase PtpA
SO_2070	0.14	hisH - imidazole glycerol phosphate synthase glutamine amidotransferase subunit HisH
SO_3964	0.14	yhbJ - GlmZ repressor YhbJ
SO_0519	0.14	heavy metal efflux pump MFP component CzcB family
SO_1099	0.14	bolA - global transcriptional regulator BolA
SO_2971	0.14	S - Lambda phage holin S
SO_0093	0.14	hutI - Na+ dependent nucleoside transporter NupC family
SO_2973	0.14	R - Lambda phage lysozyme R
SO_4444	0.14	rcsB - two component signal transduction system response regulator of capsule flagella and curli biosynthesis RcsB
SO_1173	0.14	lptE - OM lipoprotein component of lipopolysaccharide assembly complex chaperone LptE
SO_3524	0.14	pilE - type IV minor pilin protein PilE
SO_0921	0.14	uncharacterized protein
SO_1691	0.14	blc - lipocalin family lipoprotein Blc
SO_1924	0.14	RND superfamily efflux pump permease component 2
SO_1945	0.14	phoQ - two component signal transduction system histidine kinase PhoQ
SO_2043	0.14	yedZ - oxidoreductase cytochrome b subunit YedZ
SO_2326	0.14	cheD - chemotaxis signal transduction system chemoreceptor glutamine deamidase CheD
SO_2364	0.14	ccoN - Cbb3-type cytochrome c oxidase subunit I CcoN
SO_2398	0.14	pyrF - 
SO_2410	0.14	serC - bifunctional 3-phosphoserine aminotransferase/phosphohydroxythreonine SerC
SO_3422	0.14	yfiA - ribosomal associated cold shock response protein YfiA
SO_3941	0.14	degQ - AFG1-like ATPase
SO_4613	0.14	ctaA - heme A synthase CtaA
